stem,company,company_present,company_len,date,date_present,date_len,address,address_present,address_len,total,total_present,total_len,total_format
X51006311764,TONYMOLY VIVA CITY,True,18,29/03/2018,True,10,"UNIT L1-044B, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING, SARAWAK.",True,72,39.90,True,5,NNN.NN       e.g. 9.00
X51006311767,TONYMOLY VIVA CITY,True,18,29/03/2018,True,10,"UNIT L1-044B, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING, SARAWAK.",True,72,48.95,True,5,NNN.NN       e.g. 9.00
X51006311778,ANZEL ADVERTISING (M) SDN BHD,True,29,21/03/2018,True,10,"UNIT G-5B, GROUND FLOOR, WISMA UOA II, NO 21, JALAN PINANG, 50450 KUALA LUMPUR, MALAYSIA",True,88,7.40,True,4,NNN.NN       e.g. 9.00
X51006311779,ANZEL ADVERTISING (M) SDN BHD,True,29,27/03/2018,True,10,"UNIT G-5B, GROUND FLOOR, WISMA UOA II, NO 21, JALAN PINANG, 50450 KUALA LUMPUR, MALAYSIA",True,88,8.50,True,4,NNN.NN       e.g. 9.00
X51006311780,MR. D.I.Y. (KUCHAI) SDN BHD,True,27,15-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,119.70,True,6,NNN.NN       e.g. 9.00
X51006327976,PREMIO STATIONERY SDN BHD,True,25,08/02/2017,True,10,F-G-01 JALAN SS 6/5B DATARAN GLOMAC. KELANA JAYA 47301 PETALING JAYA. SELANGOR,True,78,25.45,True,5,NNN.NN       e.g. 9.00
X51006327978,Y SOON FATT S/B,True,15,9/2/2017,True,8,"LOT 1504, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELANGOR.",True,70,362.50,True,6,NNN.NN       e.g. 9.00
X51006328913,BEMED (SP) SDN BHD,True,18,02/JAN/2017,True,11,"NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.",True,73,165.00,True,6,NNN.NN       e.g. 9.00
X51006328919,B & BEST RESTAURANT,True,19,10/02/2017,True,10,"NO.12, JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN",True,54,7.40,True,4,NNN.NN       e.g. 9.00
X51006328920,B & BEST RESTAURANT,True,19,20/03/2017,True,10,"NO.12, JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN",True,54,14.85,True,5,NNN.NN       e.g. 9.00
X51006329395,B & BEST RESTAURANT,True,19,10/02/2017,True,10,"NO.12,JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN",True,53,7.40,True,4,NNN.NN       e.g. 9.00
X51006329399,OLIVE9 PHARMACY SDN BHD,True,23,31/03/2017,True,10,"69 JALAN NOVA U5/N, SEKSYEN U5 SUBANG BE",True,40,12.15,True,5,NNN.NN       e.g. 9.00
X51006329402,SEGI CASH & CARRY SDN. BHD.,True,27,06/04/17,True,8,"PT17920 SEK U9, SHAH ALAM",True,25,50.45,True,5,NNN.NN       e.g. 9.00
X51006332575,TANJONGMAS BOOKCENTRE (PJ) SDN BHD,True,34,17/03/2017,True,10,"LOT F15, GIANT BANDAR PUTERI JALAN PUTERI 1/1, BDR PUTERI 47100 PUCHONG, SELANGOR",True,81,62.00,True,5,NNN.NN       e.g. 9.00
X51006332649,BEMED (SP) SDN. BHD.,True,20,25/FEB/2017,True,11,"NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.",True,73,217.00,True,6,NNN.NN       e.g. 9.00
X51006334699,SEGI CASH & CARRY SDN.BHD,True,25,05 JAN 2017,True,11,"PT17920, SEKSYEN U9, 40150 SHAH ALAM, SELANGOR DARUL EHSAN.",True,59,12.60,True,5,NNN.NN       e.g. 9.00
X51006334741,SEGI CASH & CARRY SDN.BHD,True,25,04 JAN 2017,True,11,"PT17920, SEKSYEN U9, 40150 SHAH ALAM, SELANGOR DARUL EHSAN.",True,59,20.05,True,5,NNN.NN       e.g. 9.00
X51006334926,GOLDEN ARCHES RESTAURANTS SDN BHD,True,33,25/12/2016,True,10,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR",True,88,29.30,True,5,NNN.NN       e.g. 9.00
X51006335314,MEI LET RESTAURANT,True,18,22/01/2017,True,10,"NO 2, JALAN BULAN BM U5/BM, SEKSYEN U5, 40150 SHAH ALAM, SELANGOR",True,65,67.85,True,5,NNN.NN       e.g. 9.00
X51006335547,KING'S CONFECTIONERY S/B,True,24,02/02/17,True,8,"LOT NO. G23, GIANT KELANA JAYA LOT PT244, JLN PERBANDARAN SS6/4 PUSAT BANDAR KELANA JAYA, PETALING",True,98,7.50,True,4,NNN.NN       e.g. 9.00
X51006335552,YONG SOON FATT S/B,True,18,6/2/2017,True,8,"LOT 1504, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELANGOR.",True,70,758.70,True,6,NNN.NN       e.g. 9.00
X51006349086,AMPANG 210 FIRST CITY PARKING SDN BHD,True,37,16/04/2018,True,10,"A-09-10 PRIMA AVENUE THE TUBE, 1/39, DATARAN PRIMA 47301 PETALING JAYA SELANGOR DE",True,82,RM7.00,True,6,CCY+amount   e.g. MYR 9.00
X51006350750,GL HANDICRAFT & TAII ORING,True,26,27/03/2018,True,10,"19, JALAN KANCIL, OFF JALAN PUDU, 55100 KUALA LUMPUR MALAYSIA",True,61,130.00,True,6,NNN.NN       e.g. 9.00
X51006350763,GL HANDICRAFT & TAII ORING,True,26,09/04/2018,True,10,"19, JALAN KANCIL, OFF JALAN PUDU, 55100 KUALA LUMPUR MALAYSIA",True,61,104.00,True,6,NNN.NN       e.g. 9.00
X51006387740,ARTRANGE STATIONERS & PRINT SDN BHD,True,35,10/04/2017,True,10,44 JALAN SS21/58 DAMANSARA UTAMA 47400 PETALING JAYA,True,52,15.40,True,5,NNN.NN       e.g. 9.00
X51006387812,TIMES BOOKSTORES,True,16,23/04/2017,True,10,"LOT F21 & 22, CITTA MALL NO 1, JLN PJU 1A/4 47301",True,49,12.37,True,5,NNN.NN       e.g. 9.00
X51006387813,TOKYO KITCHEN (CITTA MALL) TOKYO KITCHEN SDN BHD,True,48,23-04-2017,True,10,"G-26, GRD FLOOR,CITTA MALL, NO 1, JALAN PJU, 1A/4B, JLN PJU 1,ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR.",True,107,113.80,True,6,NNN.NN       e.g. 9.00
X51006387847,BEMED (SP) SDN. BHD.,True,20,15/APR/2017,True,11,"NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.",True,73,635.00,True,6,NNN.NN       e.g. 9.00
X51006387850,YONG CEN ENTERPRISE,True,19,25/04/2017,True,10,"9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.",True,50,94.00,True,5,NNN.NN       e.g. 9.00
X51006387932,BILLION SIX ENTERPRISE,True,22,04/05/2017,True,10,"NO 3, JALAN TAMAN JASA 2, SECTION U6, 40150 SHAH ALAM.",True,54,12.00,True,5,NNN.NN       e.g. 9.00
X51006387951,AMANO MALAYSIA SDN BHD,True,22,30/04/2017,True,10,12 JALAN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM SELANGOR,True,73,RM3.00,True,6,CCY+amount   e.g. MYR 9.00
X51006387953,AMANO MALAYSIA SDN BHD,True,22,30/04/2017,True,10,12 JALAN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM SELANGOR,True,73,RM1.00,True,6,CCY+amount   e.g. MYR 9.00
X51006387971,99 SPEED MART S/B,True,17,05-05-17,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1313-SUBANG BESTARI",True,84,42.35,True,5,NNN.NN       e.g. 9.00
X51006388044,PERNIAGAAN RIANG RIA,True,20,10-05-2017,True,10,"NO7,JLN UERO,SHAH ALAM.",True,23,22.60,True,5,NNN.NN       e.g. 9.00
X51006388064,BEMED (SP) SDN. BHD.,True,20,14/MAY/2017,True,11,"NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.",True,73,191.20,True,6,NNN.NN       e.g. 9.00
X51006388065,99 SPEED MART S/B,True,17,21-05-17,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1032-SUBANG PERDANA",True,84,20.80,True,5,NNN.NN       e.g. 9.00
X51006388066,HERO DISTRIBUTION SDN BHD,True,25,17/05/17,True,8,"4243,COMPLEKS PERNIAGAAN SRI GAYA, JLN TMN SUBANG JASA 3, 40150 SELANGOR",True,72,41.50,True,5,NNN.NN       e.g. 9.00
X51006388069,SEGI CASH & CARRY SDN. BHD.,True,27,25 MAY 2017,True,11,"PT17920 SEK U9, SHAH ALAM",True,25,118.35,True,6,NNN.NN       e.g. 9.00
X51006388082,BROADVIEW MARKETING SDN BHD,True,27,15/05/2017,True,10,"NO. 9-G, JALAN DINAR D U3/D TAMAN SUBANG PERDANA, SEK,U3, 40150 SHAH ALAM,SELANGOR D.E.",True,87,4.70,True,4,NNN.NN       e.g. 9.00
X51006389865,RESTORAN WAN SHENG,True,18,12-11-2017,True,10,"NO. 2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,86,62.80,True,5,NNN.NN       e.g. 9.00
X51006389884,99 SPEED MART S/B,True,17,22-11-17,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1214-JINJANG UTARA",True,83,182.00,True,6,NNN.NN       e.g. 9.00
X51006389888,99 SPEED MART S/B,True,17,01-11-17,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1214-JINJANG UTARA",True,83,52.10,True,5,NNN.NN       e.g. 9.00
X51006389893,IN-SPARKLE TRADING SDN BHD,True,26,21/10/2017,True,10,"NO.LOT 24, BATU 11 KAMPUNG DATO, UJANG BALAKONG, 43200 CHERAS, SEL.",True,67,250.00,True,6,NNN.NN       e.g. 9.00
X51006389963,ELKEN SERVICE SDN BHD,True,21,10 OCT 2017,True,11,NO 2-1 JALAN 3/137B BATU 5 JALAN KELANG LAMA 58000 KUALA LUMPUR,True,63,250.00,True,6,NNN.NN       e.g. 9.00
X51006392122,FIVE STAR CASH & CARRY,True,22,19/06/17,True,8,"G.23 & G.22, PLAZA SERI SETIA, NO.1 JALAN SS 9/1, 47300 PJ, SELANGOR.",True,69,45.00,True,5,NNN.NN       e.g. 9.00
X51006392273,BROADVIEW MARKETING SDN BHD,True,27,03/06/2017,True,10,"NO. 9-G, JALAN DINAR D U3/D TAMAN SUBANG PERDANA, SEK,U3, 40150 SHAH ALAM,SELANGOR D.E.",True,87,18.00,True,5,NNN.NN       e.g. 9.00
X51006392299,BEMED (SP) SDN. BHD.,True,20,14/JUN/2017,True,11,"NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.",True,73,165.00,True,6,NNN.NN       e.g. 9.00
X51006392313,SUPER.SEVEN CASH & CARRY SDN BHD,True,32,22-06-2017,True,10,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM,40150",True,78,RM28.05,True,7,CCY+amount   e.g. MYR 9.00
X51006393376,99 SPEED MART S/B,True,17,10-05-17,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1214-JINJANG UTARA",True,83,11.50,True,5,NNN.NN       e.g. 9.00
X51006393377,99 SPEED MART S/B,True,17,10-05-17,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1422-TMN DESA JAYA",True,83,72.75,True,5,NNN.NN       e.g. 9.00
X51006401723,S&Y STATIONERY,True,14,05-JAN-2017,True,11,"NO. 36G JALAN BULAN BM U5/BM, BANDAR PINGGIRAN SUBANG, SEKSYEN U5, 40150 SHAH ALAM, SELANGOR.",True,93,72.00,True,5,NNN.NN       e.g. 9.00
X51006401836,FIVE STAR CASH & CARRY,True,22,19/01/17,True,8,"G.23 & G.22, PLAZA SERI SETIA, NO.1 JALAN SS 9/1, 47300 PJ, SELANGOR.",True,69,19.80,True,5,NNN.NN       e.g. 9.00
X51006401869,KING'S CONFECTIONERY S/B,True,24,09/02/17,True,8,"NO. 20-A1, JALAN SS6/3, KELANA JAYA, 47301 PETALING JAYA SELANGOR D.E.",True,70,19.20,True,5,NNN.NN       e.g. 9.00
X51006401978,B & BEST RESTAURANT,True,19,22/04/2017,True,10,"NO.12,JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN",True,53,22.25,True,5,NNN.NN       e.g. 9.00
X51006414392,DI HUAN YA RESTAURANT,True,21,07/04/2018,True,10,"5,JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA, 81750 JOHOR BAHRU,JOHOR",True,69,35.00,True,5,NNN.NN       e.g. 9.00
X51006414394,RESTORAN SIAM VILLAGE,True,21,27/04/2018,True,10,"NO.8,JALAN PERMAS 10/7, PERMAS JAYA, 81750 JOHOR BAHRU.",True,55,275.90,True,6,NNN.NN       e.g. 9.00
X51006414429,UNIHAKKA INTERNATIONAL SDN BHD,True,30,02 APR 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.20,True,5,other
X51006414431,UNIHAKKA INTERNATIONAL SDN BHD,True,30,03 APR 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$7.10,True,5,other
X51006414470,UNIHAKKA INTERNATIONAL SDN BHD,True,30,09 APR 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.20,True,5,other
X51006414483,UNIHAKKA INTERNATIONAL SDN BHD,True,30,10 APR 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$7.60,True,5,other
X51006414485,UNIHAKKA INTERNATIONAL SDN BHD,True,30,11 APR 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.20,True,5,other
X51006414519,HASHA PETROKIOSK,True,16,06/04/2018,True,10,LOT PTD 198718 TMN SIERRA P 81750 MASAI JOHOR,True,45,50.00,True,5,NNN.NN       e.g. 9.00
X51006414533,BHPETROL PERMAS JAYA 2,True,22,10-04-2018,True,10,"LOT PTD 101051 JALAN PERMAS 10/10 81750 MASAI, JOHOR",True,52,50.00,True,5,NNN.NN       e.g. 9.00
X51006414599,LAVENDER CONFECTIONERY & BAKERY S/B,True,35,14/04/2018,True,10,"LOT G29 & G30, AEON MALL TEBRAU CITY, NO. 1, JALAN DESA TEBRAU, TAMAN DESA TEBRAU, 81100 JOHOR BAHRU.",True,101,12.30,True,5,NNN.NN       e.g. 9.00
X51006414631,UNIHAKKA INTERNATIONAL SDN BHD,True,30,18 APR 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$7.00,True,5,other
X51006414633,UNIHAKKA INTERNATIONAL SDN BHD,True,30,16 APR 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.20,True,5,other
X51006414636,SELASIH EKSLUSIF SDN BHD,True,24,6/4/2018,True,8,88 JALAN IBRAHIM SULTAN STULANG LAUT 80300 JOHOR BAHRU,True,54,270.00,True,6,NNN.NN       e.g. 9.00
X51006414638,PASAR MINI JIN SENG,True,19,15/04/18,True,8,"379, JALAN PERMAS SATU, BANDAR BARU PERMAS JAYA 81750 PLENTONG, JOHOR.",True,70,44.90,True,5,NNN.NN       e.g. 9.00
X51006414671,UNIHAKKA INTERNATIONAL SDN BHD,True,30,19 APR 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$9.90,True,5,other
X51006414674,DOMINO'S PIZZA,True,14,17/04/18,True,8,"NO.12, JALAN PERMAS JAYA 10, BANDAR BARU PERMAS JAYA, 81750 MASAI JOHOR",True,71,25.60,True,5,NNN.NN       e.g. 9.00
X51006414675,DOMINO'S PIZZA,True,14,11/04/18,True,8,"NO.12, JALAN PERMAS JAYA 10, BANDAR BARU PERMAS JAYA, 81750 MASAI JOHOR",True,71,21.60,True,5,NNN.NN       e.g. 9.00
X51006414677,THE COFFEE BEAN & TEA LEAF (M) SDN. BHD.,True,40,08/04/2018,True,10,"LOT F36, FIRST FLOOR, AEON MALL BDR DATO' ONN, NO.3 JLN DATO' ONN 3, BDR DATO' ONN 81100 JOHOR BAHRU, JOHOR",True,107,12.00,True,5,NNN.NN       e.g. 9.00
X51006414679,DE MAXIMUM THAI EXPRESS SDN BHD,True,31,14/04/2018,True,10,"BLK 2, UNIT G1 & G2, BESTARI TERRACE, LOT PTD 182908 & PTD 143216, JALAN DANGA, TAMAN NUSA BESTARI, 81300",True,105,21.80,True,5,NNN.NN       e.g. 9.00
X51006414680,AEON CO. (M) BHD,True,16,18/04/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,1.75,True,4,NNN.NN       e.g. 9.00
X51006414700,AEON CO. (M) SDN BHD,True,20,22/04/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,10.20,True,5,NNN.NN       e.g. 9.00
X51006414703,AEON CO. (M) BHD,True,16,22/04/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,98.35,True,5,NNN.NN       e.g. 9.00
X51006414711,DOMINO'S PIZZA,True,14,28/04/18,True,8,"DOMINO'S PIZZA TAMAN UNIVERSITI 30, JLN KEBUDAYAAN 7, TMN UNIVERSITI 81300 SKUDAI, JOHOR",True,88,30.90,True,5,NNN.NN       e.g. 9.00
X51006414712,DOMINO'S PIZZA,True,14,28/04/18,True,8,"DOMINO'S PIZZA TAMAN UNIVERSITI 30, JLN KEBUDAYAAN 7, TMN UNIVERSITI 81300 SKUDAI, JOHOR",True,88,39.60,True,5,NNN.NN       e.g. 9.00
X51006414713,YHM AEON TEBRAU CITY,True,20,17/04/2018,True,10,"S117, SECOND FLOOR, AEON TEBRAU CITY, 1, JALAN DESA TEBRAU, TAMAN DESA TEBRAU, 81100 JOHOR BAHRU, JOHOR.",True,104,81.80,True,5,NNN.NN       e.g. 9.00
X51006414714,THE TOAST F&B SDN BHD,True,21,08/04/2018,True,10,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR,True,75,18.90,True,5,NNN.NN       e.g. 9.00
X51006414718,AEON CO. (M) BHD,True,16,20/04/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,46.55,True,5,NNN.NN       e.g. 9.00
X51006414719,AEON CO. (M) BHD,True,16,12/04/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,4.40,True,4,NNN.NN       e.g. 9.00
X51006414720,PASARAYA JALAL SDN BHD,True,22,20/04/2018,True,10,"10-18,JLN KEBUDAYAAN 16,TMN U 81300 JOHOR BAHRU.",True,48,6.40,True,4,NNN.NN       e.g. 9.00
X51006414721,DOMINO'S PIZZA,True,14,27/04/18,True,8,"DOMINO'S PIZZA PERMAS JAYA NO.12, JALAN PERMAS JAYA 10, BANDAR BARU PERMAS JAYA, 81750 MASAI JOHOR",True,98,7.20,True,4,NNN.NN       e.g. 9.00
X51006414733,AEON CO. (M) BHD,True,16,01/04/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,122.80,True,6,NNN.NN       e.g. 9.00
X51006441473,GUARDIAN HEALTH AND BEAUTY SDN BHD,True,34,19/05/18,True,8,JALAN LOKE YEW BENTONG 90 GROUND FLOOR JALAN BENTONG,True,52,38.37,True,5,NNN.NN       e.g. 9.00
X51006441474,TF VALUE-MART SDN BHD,True,21,19/05/18,True,8,JALAN TRAS BATU 1 28700 BENTONG PAHANG DARUL MAKMUR.,True,52,52.80,True,5,NNN.NN       e.g. 9.00
X51006466055,CHECKERS HYPERMARKET SDN BHD (JALAN KLANG LAMA),True,47,20180428,True,8,"LOT 2942 & 2945, JLN SERI SENTOSA 8, SERI SENTOSA, OFF JLN KLANG LAMA, 58000 KUALA LUMPUR.",True,90,20.00,True,5,NNN.NN       e.g. 9.00
X51006466056,BERRY'S CAKE HOUSE,True,18,18/04/2018,True,10,"NO.1, JLN PUTERI 1/6, BANDAR PUTERI, 47100 PUCHONG, SELANGOR",True,60,11.25,True,5,NNN.NN       e.g. 9.00
X51006466060,WESTERN EASTERN STATIONERY SDN. BHD,True,35,30-04-2018,True,10,"42-46, JLN SULTAN AZLAN SHAH 51200 KUALA LUMPUR",True,47,1.38,True,4,NNN.NN       e.g. 9.00
X51006466062,WESTERN EASTERN ST TIONERY SDN. BHD,True,35,16-04-2018,True,10,"42-46, JLN SULTAN AZLAN SHAH 51200 KUALA LUMPUR",True,47,RM5.00,True,6,CCY+amount   e.g. MYR 9.00
X51006466065,GHEE HIANG GH DISTRIBUTOR & MARKETING SDN BHD,True,45,13/04/2018,True,10,"95, BEACH ROAD, 10300 PENANG. 10400 PENANG.",True,43,25.00,True,5,NNN.NN       e.g. 9.00
X51006466066,MENTAI INITIAL SDN BHD,True,22,21-04-2018,True,10,"NO.37-1, PLAZA DANAU DESA 2, JALAN 109F, TAMAN DANAU DESA, 58100 KUALA LUMPUR.",True,78,41.50,True,5,NNN.NN       e.g. 9.00
X51006466778,THE ROTI MAN BAKERY,True,19,04-05-2018,True,10,"117, JALAN RADIN BAGUS, SRI PETALING",True,36,RM20.40,True,7,CCY+amount   e.g. MYR 9.00
X51006502529,HAXINCONE RESOURCES SDN BHD,True,27,20/04/2018,True,10,"16A, JALAN ASTAKA U8/83, BUKIT JELUTONG 40150 SHAH ALAN, SELANGOR D.E.",True,70,3.70,True,4,NNN.NN       e.g. 9.00
X51006502531,FAMILYMART,True,10,16/04/2018,True,10,"NO 16A, JALAN ASTAKA U8/83, BUKIT JELUTONG. 40150 SHAH ALAM, SELANGOR, D.E.",True,75,18.80,True,5,NNN.NN       e.g. 9.00
X51006502533,R&C VENTURE SDN BHD,True,19,19-04-2018,True,10,"LOT-18A-2, BERJAYA TIMES SQUARE, KUALA LUMPUR.",True,46,9.50,True,4,NNN.NN       e.g. 9.00
X51006554833,SUBANG HEALTHCARE SDN BHD,True,25,29/10/2017,True,10,"B-8, JALAN SS15/4D, 47500 SUBANG JAYA, SELANGOR",True,47,28.90,True,5,NNN.NN       e.g. 9.00
X51006555072,DIGI TELECOMMUNICATIONS SDN BHD,True,31,13/10/2017,True,10,"LOT LG 315, 1-UTAMA SHOPPING CENTRE, LEBUH BANDAR UTAMA-BANDAR UTAMA, PETALING JAYA, 47800 SELANGOR",True,99,234.40,True,6,NNN.NN       e.g. 9.00
X51006555125,KHIAM AIK CHAN SDN BHD,True,22,25/09/2017,True,10,"NO. 76, JALAN SS15/4B, 47500 SUBANG JAYA, SELANGOR D.E.",True,55,28.40,True,5,NNN.NN       e.g. 9.00
X51006555570,SUBANG HEALTHCARE SDN BHD,True,25,11/08/2017,True,10,"B-8, JALAN SS15/4D, 47500 SUBANG JAYA, SELANGOR",True,47,78.10,True,5,NNN.NN       e.g. 9.00
X51006555780,GARDENIA BAKERIES (KI ) SDN BHD,True,31,21/07/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,33.05,True,5,NNN.NN       e.g. 9.00
X51006555784,GARDENIA BAKERIES (KL) SDN BHD,True,30,30/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,53.14,True,5,NNN.NN       e.g. 9.00
X51006555806,GARDENIA BAKERIES (KL) SDN BHD,True,30,30/07/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,20.21,True,5,NNN.NN       e.g. 9.00
X51006555814,GARDENIA BAKERIES (KL) SDN BHD,True,30,27/07/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,94.19,True,5,NNN.NN       e.g. 9.00
X51006555817,GARDENIA BAKERIES (KL) SDN BHD,True,30,25/07/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,24.83,True,5,NNN.NN       e.g. 9.00
X51006555818,GARDENIA BAKERIES (KL) SDN BHD,True,30,24/07/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,27.10,True,5,NNN.NN       e.g. 9.00
X51006556591,GARDENIA BAKERIES (KL) SDN BHD,True,30,25/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,36.36,True,5,NNN.NN       e.g. 9.00
X51006556596,GARDENIA BAKERIES (KL) SDN BHD,True,30,28/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,41.44,True,5,NNN.NN       e.g. 9.00
X51006556604,GARDENIA BAKERIES (KL) SDN BHD,True,30,24/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,39.78,True,5,NNN.NN       e.g. 9.00
X51006556646,GARDENIA BAKERIES (KL) SDN BHD,True,30,21/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,73.55,True,5,NNN.NN       e.g. 9.00
X51006556650,GARDENIA BAKERIES (KL) SDN BHD,True,30,19/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,50.60,True,5,NNN.NN       e.g. 9.00
X51006556656,GARDENIA BAKERIES (KL) SDN BHD,True,30,17/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,7.97,True,4,NNN.NN       e.g. 9.00
X51006556726,GARDENIA BAKERIES (KL) SDN BHD,True,30,06/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,68.41,True,5,NNN.NN       e.g. 9.00
X51006556730,MAKASSAR FRESH MARKET S/B,True,25,05-AUG-2017,True,11,"GROUND FLOOR, NO. 4 & 6, JALAN SS15/4B, 47500 SUBANG JAYA, SELANGOR.",True,68,RM40.00,True,7,CCY+amount   e.g. MYR 9.00
