text,x_min,y_min,x_max,y_max,width,height,label,stem,x_norm,y_norm,x_center_norm,y_center_norm,width_norm,height_norm
TEL: 03- 55423228,117,142,305,164,188,22,O,X51006557161,0.198,0.1245,0.357,0.1341,0.3181,0.0193
GST ID: 000381399040,188,165,430,188,242,23,O,X51006557161,0.3181,0.1446,0.5228,0.1547,0.4095,0.0202
TAX INVOICE / ADJUSTMENT NOTE,128,206,479,242,351,36,O,X51006557161,0.2166,0.1805,0.5135,0.1963,0.5939,0.0316
CASH INV NO.: 7024F713,242,263,511,303,269,40,O,X51006557161,0.4095,0.2305,0.6371,0.248,0.4552,0.0351
VE0514,22,303,110,327,88,24,O,X51006557161,0.0372,0.2656,0.1117,0.2761,0.1489,0.021
DATE: 24/10/2017,317,306,517,329,200,23,B-DATE,X51006557161,0.5364,0.2682,0.7056,0.2783,0.3384,0.0202
MAKASSAR FRESH MARKET SDN BHD,21,335,371,373,350,38,O,X51006557161,0.0355,0.2936,0.3316,0.3103,0.5922,0.0333
"GROUND FLOOR, NO. 4 & 6,",23,377,310,399,287,22,O,X51006557161,0.0389,0.3304,0.2817,0.3401,0.4856,0.0193
"JALAN SS 15/4B,",26,399,202,422,176,23,O,X51006557161,0.044,0.3497,0.1929,0.3598,0.2978,0.0202
"47500 SUBANG JAYA, SELANGOR",23,422,346,444,323,22,O,X51006557161,0.0389,0.3699,0.3122,0.3795,0.5465,0.0193
VE05: RIDZUAN (11900),22,443,269,464,247,21,O,X51006557161,0.0372,0.3883,0.2462,0.3975,0.4179,0.0184
DD: 24/10/2017,250,467,410,488,160,21,O,X51006557161,0.423,0.4093,0.5584,0.4185,0.2707,0.0184
DESCRIPTION,19,497,155,517,136,20,O,X51006557161,0.0321,0.4356,0.1472,0.4443,0.2301,0.0175
U.P,172,497,213,516,41,19,O,X51006557161,0.291,0.4356,0.3257,0.4439,0.0694,0.0167
ISS,222,496,259,516,37,20,O,X51006557161,0.3756,0.4347,0.4069,0.4435,0.0626,0.0175
EXC,269,496,306,516,37,20,O,X51006557161,0.4552,0.4347,0.4865,0.4435,0.0626,0.0175
D,326,496,344,516,18,20,O,X51006557161,0.5516,0.4347,0.5668,0.4435,0.0305,0.0175
SALE,352,496,401,516,49,20,O,X51006557161,0.5956,0.4347,0.6371,0.4435,0.0829,0.0175
AMT(RM),421,497,507,517,86,20,O,X51006557161,0.7124,0.4356,0.7851,0.4443,0.1455,0.0175
O.C. WHITE,19,532,143,556,124,24,O,X51006557161,0.0321,0.4663,0.1371,0.4768,0.2098,0.021
2.13,161,533,211,555,50,22,O,X51006557161,0.2724,0.4671,0.3147,0.4768,0.0846,0.0193
3,243,534,259,554,16,20,B-ADDRESS,X51006557161,0.4112,0.468,0.4247,0.4768,0.0271,0.0175
0,290,535,308,553,18,18,I-ADDRESS,X51006557161,0.4907,0.4689,0.5059,0.4768,0.0305,0.0158
0,327,535,343,554,16,19,I-ADDRESS,X51006557161,0.5533,0.4689,0.5668,0.4772,0.0271,0.0167
3,385,534,400,555,15,21,I-ADDRESS,X51006557161,0.6514,0.468,0.6641,0.4772,0.0254,0.0184
6.39,455,534,509,554,54,20,O,X51006557161,0.7699,0.468,0.8156,0.4768,0.0914,0.0175
WHOLEMEAL,17,557,130,579,113,22,O,X51006557161,0.0288,0.4882,0.1244,0.4978,0.1912,0.0193
2.78,161,557,213,577,52,20,O,X51006557161,0.2724,0.4882,0.3164,0.4969,0.088,0.0175
3,242,557,260,578,18,21,B-ADDRESS,X51006557161,0.4095,0.4882,0.4247,0.4974,0.0305,0.0184
0,290,558,308,578,18,20,I-ADDRESS,X51006557161,0.4907,0.489,0.5059,0.4978,0.0305,0.0175
0,326,559,342,577,16,18,I-ADDRESS,X51006557161,0.5516,0.4899,0.5651,0.4978,0.0271,0.0158
3,385,558,401,577,16,19,I-ADDRESS,X51006557161,0.6514,0.489,0.665,0.4974,0.0271,0.0167
8.34,456,558,508,578,52,20,O,X51006557161,0.7716,0.489,0.8156,0.4978,0.088,0.0175
O.C JUMBO,19,580,132,602,113,22,O,X51006557161,0.0321,0.5083,0.1277,0.518,0.1912,0.0193
2.97,162,581,212,601,50,20,O,X51006557161,0.2741,0.5092,0.3164,0.518,0.0846,0.0175
4,245,582,261,600,16,18,B-ADDRESS,X51006557161,0.4146,0.5101,0.4281,0.518,0.0271,0.0158
0,292,582,307,600,15,18,I-ADDRESS,X51006557161,0.4941,0.5101,0.5068,0.518,0.0254,0.0158
0,326,581,344,601,18,20,I-ADDRESS,X51006557161,0.5516,0.5092,0.5668,0.518,0.0305,0.0175
4,386,582,402,600,16,18,I-ADDRESS,X51006557161,0.6531,0.5101,0.6667,0.518,0.0271,0.0158
11.88,445,581,507,601,62,20,O,X51006557161,0.753,0.5092,0.8054,0.518,0.1049,0.0175
TOTAL 0% SUPPLIES:,180,612,404,653,224,41,O,X51006557161,0.3046,0.5364,0.4941,0.5543,0.379,0.0359
26.61,444,612,509,647,65,35,O,X51006557161,0.7513,0.5364,0.8063,0.5517,0.11,0.0307
CR-VANILLA,20,660,141,683,121,23,O,X51006557161,0.0338,0.5784,0.1362,0.5885,0.2047,0.0202
0.72,160,661,211,682,51,21,O,X51006557161,0.2707,0.5793,0.3139,0.5885,0.0863,0.0184
20,234,661,263,683,29,22,O,X51006557161,0.3959,0.5793,0.4205,0.589,0.0491,0.0193
0,290,662,309,682,19,20,B-ADDRESS,X51006557161,0.4907,0.5802,0.5068,0.589,0.0321,0.0175
0,327,661,342,682,15,21,I-ADDRESS,X51006557161,0.5533,0.5793,0.566,0.5885,0.0254,0.0184
20,374,662,402,682,28,20,O,X51006557161,0.6328,0.5802,0.6565,0.589,0.0474,0.0175
14.40,447,661,507,682,60,21,O,X51006557161,0.7563,0.5793,0.8071,0.5885,0.1015,0.0184
TOTAL 6% SUPPLIES (EXCL. GST):,40,693,401,735,361,42,O,X51006557161,0.0677,0.6074,0.3731,0.6258,0.6108,0.0368
14.40,446,693,509,733,63,40,O,X51006557161,0.7547,0.6074,0.808,0.6249,0.1066,0.0351
GST:,349,742,399,776,50,34,O,X51006557161,0.5905,0.6503,0.6328,0.6652,0.0846,0.0298
0.86,456,742,510,776,54,34,O,X51006557161,0.7716,0.6503,0.8173,0.6652,0.0914,0.0298
TOTAL 6% SUPPLIES (INC. GST):,56,790,404,833,348,43,O,X51006557161,0.0948,0.6924,0.3892,0.7112,0.5888,0.0377
15.26,446,793,511,826,65,33,O,X51006557161,0.7547,0.695,0.8096,0.7095,0.11,0.0289
TOTAL 0% SUPPLIES:,181,838,403,880,222,42,O,X51006557161,0.3063,0.7344,0.4941,0.7528,0.3756,0.0368
26.61,445,839,509,873,64,34,O,X51006557161,0.753,0.7353,0.8071,0.7502,0.1083,0.0298
TOTAL PAYABLE:,232,889,402,930,170,41,O,X51006557161,0.3926,0.7791,0.5364,0.7971,0.2876,0.0359
41.87,443,890,509,923,66,33,B-TOTAL,X51006557161,0.7496,0.78,0.8054,0.7945,0.1117,0.0289
E.&.0.E.,19,949,121,973,102,24,O,X51006557161,0.0321,0.8317,0.1184,0.8422,0.1726,0.021
RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.,24,974,556,997,532,23,O,X51006557161,0.0406,0.8536,0.4907,0.8637,0.9002,0.0202
THE RECIPIENT OF GARDENIA'S PRODUCTS IS,26,998,495,1021,469,23,O,X51006557161,0.044,0.8747,0.4408,0.8848,0.7936,0.0202
REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS,22,1023,560,1046,538,23,O,X51006557161,0.0372,0.8966,0.4924,0.9067,0.9103,0.0202
"INPUT TAX CLAIMS, ON THE BASIC OF THE",24,1047,467,1069,443,22,O,X51006557161,0.0406,0.9176,0.4154,0.9273,0.7496,0.0193
ADJUSTMENTS SHOWN IN THIS TAX INVOICE /,23,1071,497,1094,474,23,O,X51006557161,0.0389,0.9387,0.4399,0.9487,0.802,0.0202
ADJUSTMENT NOTE,19,1094,213,1116,194,22,O,X51006557161,0.0321,0.9588,0.1963,0.9684,0.3283,0.0193
CUSTOMER'S COPY,190,1120,431,1141,241,21,O,X51006557161,0.3215,0.9816,0.5254,0.9908,0.4078,0.0184
FAX:03- 55423213,317,142,500,164,183,22,O,X51006557161,0.5364,0.1245,0.6912,0.1341,0.3096,0.0193
12:17,432,466,490,488,58,22,O,X51006557161,0.731,0.4084,0.78,0.4181,0.0981,0.0193
GARDENIA BAKERIES (KL) SDN BHD (139386 X),28,71,589,95,561,24,B-COMPANY,X51006557164,0.0475,0.0609,0.5238,0.0712,0.9525,0.0206
"LOT 3, JALAN PELABUR 23/1,",169,95,441,117,272,22,B-ADDRESS,X51006557164,0.2869,0.0815,0.5178,0.0909,0.4618,0.0189
"40300 SHAH ALAM, SELANGOR.",155,116,452,141,297,25,I-ADDRESS,X51006557164,0.2632,0.0995,0.5153,0.1102,0.5042,0.0214
TEL: 03- 55423228,114,139,299,161,185,22,O,X51006557164,0.1935,0.1192,0.3506,0.1286,0.3141,0.0189
GST ID: 000381399040,187,163,427,184,240,21,O,X51006557164,0.3175,0.1398,0.5212,0.1488,0.4075,0.018
TAX INVOICE / ADJUSTMENT NOTE,131,206,481,242,350,36,O,X51006557164,0.2224,0.1767,0.5195,0.1921,0.5942,0.0309
CASH INV NO.: 7018F712,239,264,505,300,266,36,O,X51006557164,0.4058,0.2264,0.6316,0.2419,0.4516,0.0309
VE0514,22,302,105,324,83,22,O,X51006557164,0.0374,0.259,0.1078,0.2684,0.1409,0.0189
DATE: 18/10/2017,315,304,507,327,192,23,B-DATE,X51006557164,0.5348,0.2607,0.6978,0.2706,0.326,0.0197
MAKASSAR FRESH MARKET SDN BHD,19,334,367,367,348,33,O,X51006557164,0.0323,0.2864,0.3277,0.3006,0.5908,0.0283
"GROUND FLOOR, NO. 4 & 6,",19,375,309,396,290,21,O,X51006557164,0.0323,0.3216,0.2784,0.3306,0.4924,0.018
"JALAN SS 15/4B,",23,398,197,420,174,22,O,X51006557164,0.039,0.3413,0.1868,0.3508,0.2954,0.0189
"47500 SUBANG JAYA, SELANGOR",20,422,342,443,322,21,O,X51006557164,0.034,0.3619,0.3073,0.3709,0.5467,0.018
VE05: RIDZUAN (11900),19,443,266,464,247,21,O,X51006557164,0.0323,0.3799,0.2419,0.3889,0.4194,0.018
DD: 18/10/2017,248,465,407,488,159,23,O,X51006557164,0.4211,0.3988,0.556,0.4087,0.2699,0.0197
DESCRIPTION,16,496,150,515,134,19,O,X51006557164,0.0272,0.4254,0.1409,0.4335,0.2275,0.0163
U.P,171,496,208,514,37,18,O,X51006557164,0.2903,0.4254,0.3217,0.4331,0.0628,0.0154
ISS,218,496,254,514,36,18,O,X51006557164,0.3701,0.4254,0.4007,0.4331,0.0611,0.0154
EXC,266,496,303,514,37,18,O,X51006557164,0.4516,0.4254,0.483,0.4331,0.0628,0.0154
D,324,495,339,514,15,19,O,X51006557164,0.5501,0.4245,0.5628,0.4327,0.0255,0.0163
SALE,348,495,399,515,51,20,O,X51006557164,0.5908,0.4245,0.6341,0.4331,0.0866,0.0172
AMT(RM),416,496,503,517,87,21,O,X51006557164,0.7063,0.4254,0.7801,0.4344,0.1477,0.018
O.C. WHITE,17,531,138,551,121,20,O,X51006557164,0.0289,0.4554,0.1316,0.464,0.2054,0.0172
2.13,158,532,208,552,50,20,O,X51006557164,0.2683,0.4563,0.3107,0.4648,0.0849,0.0172
3,243,532,256,552,13,20,B-ADDRESS,X51006557164,0.4126,0.4563,0.4236,0.4648,0.0221,0.0172
0,288,533,303,550,15,17,I-ADDRESS,X51006557164,0.489,0.4571,0.5017,0.4644,0.0255,0.0146
0,324,533,339,551,15,18,I-ADDRESS,X51006557164,0.5501,0.4571,0.5628,0.4648,0.0255,0.0154
3,383,533,396,551,13,18,I-ADDRESS,X51006557164,0.6503,0.4571,0.6613,0.4648,0.0221,0.0154
6.39,453,533,504,551,51,18,O,X51006557164,0.7691,0.4571,0.8124,0.4648,0.0866,0.0154
WHOLEMEAL,16,555,126,576,110,21,O,X51006557164,0.0272,0.476,0.1205,0.485,0.1868,0.018
2.78,159,555,208,575,49,20,O,X51006557164,0.2699,0.476,0.3115,0.4846,0.0832,0.0172
3,241,557,257,575,16,18,B-ADDRESS,X51006557164,0.4092,0.4777,0.4228,0.4854,0.0272,0.0154
2,288,556,304,575,16,19,I-ADDRESS,X51006557164,0.489,0.4768,0.5025,0.485,0.0272,0.0163
0,324,557,338,574,14,17,I-ADDRESS,X51006557164,0.5501,0.4777,0.562,0.485,0.0238,0.0146
1,383,556,399,576,16,20,I-ADDRESS,X51006557164,0.6503,0.4768,0.6638,0.4854,0.0272,0.0172
2.78,453,556,502,576,49,20,O,X51006557164,0.7691,0.4768,0.8107,0.4854,0.0832,0.0172
O.C JUMBO,16,578,125,599,109,21,O,X51006557164,0.0272,0.4957,0.1197,0.5047,0.1851,0.018
2.97,158,579,208,599,50,20,O,X51006557164,0.2683,0.4966,0.3107,0.5051,0.0849,0.0172
4,240,579,256,598,16,19,B-ADDRESS,X51006557164,0.4075,0.4966,0.4211,0.5047,0.0272,0.0163
1,289,579,303,598,14,19,I-ADDRESS,X51006557164,0.4907,0.4966,0.5025,0.5047,0.0238,0.0163
0,324,580,338,598,14,18,I-ADDRESS,X51006557164,0.5501,0.4974,0.562,0.5051,0.0238,0.0154
3,381,581,396,598,15,17,I-ADDRESS,X51006557164,0.6469,0.4983,0.6596,0.5056,0.0255,0.0146
8.91,453,580,503,600,50,20,O,X51006557164,0.7691,0.4974,0.8115,0.506,0.0849,0.0172
TOTAL 0% SUPPLIES:,180,611,396,652,216,41,O,X51006557164,0.3056,0.524,0.489,0.5416,0.3667,0.0352
18.08,439,612,506,646,67,34,O,X51006557164,0.7453,0.5249,0.8022,0.5395,0.1138,0.0292
CR-CHOCLT,16,660,129,681,113,21,O,X51006557164,0.0272,0.566,0.1231,0.575,0.1919,0.018
0.72,157,662,208,681,51,19,O,X51006557164,0.2666,0.5678,0.3098,0.5759,0.0866,0.0163
20,230,662,256,680,26,18,O,X51006557164,0.3905,0.5678,0.4126,0.5755,0.0441,0.0154
0,286,663,303,680,17,17,B-ADDRESS,X51006557164,0.4856,0.5686,0.5,0.5759,0.0289,0.0146
0,323,662,338,681,15,19,I-ADDRESS,X51006557164,0.5484,0.5678,0.5611,0.5759,0.0255,0.0163
20,371,662,397,681,26,19,O,X51006557164,0.6299,0.5678,0.652,0.5759,0.0441,0.0163
14.40,440,661,503,680,63,19,O,X51006557164,0.747,0.5669,0.8005,0.575,0.107,0.0163
CR-CORN,16,685,103,704,87,19,O,X51006557164,0.0272,0.5875,0.101,0.5956,0.1477,0.0163
0.72,157,685,208,704,51,19,O,X51006557164,0.2666,0.5875,0.3098,0.5956,0.0866,0.0163
0,239,685,255,703,16,18,B-ADDRESS,X51006557164,0.4058,0.5875,0.4194,0.5952,0.0272,0.0154
3,287,685,302,705,15,20,I-ADDRESS,X51006557164,0.4873,0.5875,0.5,0.5961,0.0255,0.0172
0,323,686,338,704,15,18,I-ADDRESS,X51006557164,0.5484,0.5883,0.5611,0.5961,0.0255,0.0154
-3,371,685,395,704,24,19,O,X51006557164,0.6299,0.5875,0.6503,0.5956,0.0407,0.0163
-2.16,440,686,503,705,63,19,O,X51006557164,0.747,0.5883,0.8005,0.5965,0.107,0.0163
TOTAL 6% SUPPLIES (EXCL. GST):,38,714,393,758,355,44,O,X51006557164,0.0645,0.6123,0.3659,0.6312,0.6027,0.0377
12.24,442,719,504,753,62,34,O,X51006557164,0.7504,0.6166,0.8031,0.6312,0.1053,0.0292
GST:,344,764,396,801,52,37,O,X51006557164,0.584,0.6552,0.6282,0.6711,0.0883,0.0317
0.73,452,765,503,801,51,36,O,X51006557164,0.7674,0.6561,0.8107,0.6715,0.0866,0.0309
TOTAL 6% SUPPLIES (INC. GST):,53,814,393,857,340,43,O,X51006557164,0.09,0.6981,0.3786,0.7166,0.5772,0.0369
12.97,443,816,502,850,59,34,O,X51006557164,0.7521,0.6998,0.8022,0.7144,0.1002,0.0292
TOTAL 0% SUPPLIES:,177,860,399,902,222,42,O,X51006557164,0.3005,0.7376,0.489,0.7556,0.3769,0.036
18.08,444,863,501,900,57,37,O,X51006557164,0.7538,0.7401,0.8022,0.756,0.0968,0.0317
TOTAL PAYABLE:,223,912,394,955,171,43,O,X51006557164,0.3786,0.7822,0.5238,0.8006,0.2903,0.0369
31.05,440,915,503,951,63,36,B-TOTAL,X51006557164,0.747,0.7847,0.8005,0.8002,0.107,0.0309
E.&.0.E.,21,973,116,995,95,22,O,X51006557164,0.0357,0.8345,0.1163,0.8439,0.1613,0.0189
RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.,22,998,552,1023,530,25,O,X51006557164,0.0374,0.8559,0.4873,0.8666,0.8998,0.0214
THE RECIPIENT OF GARDENIA'S PRODUCTS IS,19,1022,481,1047,462,25,O,X51006557164,0.0323,0.8765,0.4244,0.8872,0.7844,0.0214
REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS,21,1046,555,1070,534,24,O,X51006557164,0.0357,0.8971,0.489,0.9074,0.9066,0.0206
"INPUT TAX CLAIMS, ON THE BASIC OF THE",22,1069,461,1093,439,24,O,X51006557164,0.0374,0.9168,0.41,0.9271,0.7453,0.0206
ADJUSTMENTS SHOWN IN THIS TAX INVOICE /,20,1093,481,1115,461,22,O,X51006557164,0.034,0.9374,0.4253,0.9468,0.7827,0.0189
ADJUSTMENT NOTE,20,1116,199,1138,179,22,O,X51006557164,0.034,0.9571,0.1859,0.9666,0.3039,0.0189
CUSTOMER'S COPY,187,1144,423,1166,236,22,O,X51006557164,0.3175,0.9811,0.5178,0.9906,0.4007,0.0189
FAX:03- 55423213,315,141,498,161,183,20,O,X51006557164,0.5348,0.1209,0.6902,0.1295,0.3107,0.0172
11:18,430,467,487,487,57,20,O,X51006557164,0.7301,0.4005,0.7784,0.4091,0.0968,0.0172
GARDENIA BAKERIES (KL) SDN BHD (139386 X),37,70,594,94,557,24,B-COMPANY,X51006557168,0.0623,0.0601,0.5311,0.0704,0.9377,0.0206
"LOT 3, JALAN PELABUR 23/1,",172,94,448,118,276,24,B-ADDRESS,X51006557168,0.2896,0.0807,0.5219,0.091,0.4646,0.0206
"40300 SHAH ALAM, SELANGOR.",162,119,460,143,298,24,I-ADDRESS,X51006557168,0.2727,0.1021,0.5236,0.1124,0.5017,0.0206
TEL: 03- 55423228,124,143,308,163,184,20,O,X51006557168,0.2088,0.1227,0.3636,0.1313,0.3098,0.0172
GST ID: 000381399040,193,163,434,187,241,24,O,X51006557168,0.3249,0.1399,0.5278,0.1502,0.4057,0.0206
TAX INVOICE / ADJUSTMENT NOTE,139,205,489,241,350,36,O,X51006557168,0.234,0.176,0.5286,0.1914,0.5892,0.0309
CASH INV NO.: 7023F713,248,265,512,299,264,34,O,X51006557168,0.4175,0.2275,0.6397,0.2421,0.4444,0.0292
VE0514,30,303,113,324,83,21,O,X51006557168,0.0505,0.2601,0.1204,0.2691,0.1397,0.018
DATE: 23/10/2017,324,306,516,327,192,21,B-DATE,X51006557168,0.5455,0.2627,0.7071,0.2717,0.3232,0.018
MAKASSAR FRESH MARKET SDN BHD,27,335,376,369,349,34,O,X51006557168,0.0455,0.2876,0.3392,0.3021,0.5875,0.0292
"GROUND FLOOR, NO. 4 & 6,",29,376,313,398,284,22,O,X51006557168,0.0488,0.3227,0.2879,0.3322,0.4781,0.0189
"JALAN SS 15/4B,",31,398,204,420,173,22,O,X51006557168,0.0522,0.3416,0.1978,0.3511,0.2912,0.0189
"47500 SUBANG JAYA, SELANGOR",29,422,354,443,325,21,O,X51006557168,0.0488,0.3622,0.3224,0.3712,0.5471,0.018
VE05: RIDZUAN (11900),29,443,276,463,247,20,O,X51006557168,0.0488,0.3803,0.2567,0.3888,0.4158,0.0172
DD: 23/10/2017,257,465,415,487,158,22,O,X51006557168,0.4327,0.3991,0.5657,0.4086,0.266,0.0189
DESCRIPTION,25,495,158,516,133,21,O,X51006557168,0.0421,0.4249,0.154,0.4339,0.2239,0.018
U.P,177,495,216,514,39,19,O,X51006557168,0.298,0.4249,0.3308,0.433,0.0657,0.0163
ISS,228,496,266,516,38,20,O,X51006557168,0.3838,0.4258,0.4158,0.4343,0.064,0.0172
EXC,273,496,312,514,39,18,O,X51006557168,0.4596,0.4258,0.4924,0.4335,0.0657,0.0155
D,332,496,347,515,15,19,O,X51006557168,0.5589,0.4258,0.5715,0.4339,0.0253,0.0163
SALE,357,495,407,515,50,20,O,X51006557168,0.601,0.4249,0.6431,0.4335,0.0842,0.0172
AMT(RM),424,496,511,517,87,21,O,X51006557168,0.7138,0.4258,0.787,0.4348,0.1465,0.018
O.C. WHITE,23,532,148,552,125,20,O,X51006557168,0.0387,0.4567,0.1439,0.4652,0.2104,0.0172
2.13,165,532,217,550,52,18,O,X51006557168,0.2778,0.4567,0.3215,0.4644,0.0875,0.0155
2,247,532,265,551,18,19,B-ADDRESS,X51006557168,0.4158,0.4567,0.431,0.4648,0.0303,0.0163
1,298,534,311,551,13,17,I-ADDRESS,X51006557168,0.5017,0.4584,0.5126,0.4657,0.0219,0.0146
0,332,533,348,551,16,18,I-ADDRESS,X51006557168,0.5589,0.4575,0.5724,0.4652,0.0269,0.0155
1,392,533,406,551,14,18,I-ADDRESS,X51006557168,0.6599,0.4575,0.6717,0.4652,0.0236,0.0155
2.13,463,532,512,551,49,19,O,X51006557168,0.7795,0.4567,0.8207,0.4648,0.0825,0.0163
WHOLEMEAL,23,555,133,576,110,21,O,X51006557168,0.0387,0.4764,0.1313,0.4854,0.1852,0.018
2.78,167,556,216,576,49,20,O,X51006557168,0.2811,0.4773,0.3224,0.4858,0.0825,0.0172
2,250,556,264,575,14,19,B-ADDRESS,X51006557168,0.4209,0.4773,0.4327,0.4854,0.0236,0.0163
0,296,557,311,574,15,17,I-ADDRESS,X51006557168,0.4983,0.4781,0.5109,0.4854,0.0253,0.0146
0,332,557,347,575,15,18,I-ADDRESS,X51006557168,0.5589,0.4781,0.5715,0.4858,0.0253,0.0155
2,391,556,406,576,15,20,I-ADDRESS,X51006557168,0.6582,0.4773,0.6709,0.4858,0.0253,0.0172
5.56,461,556,512,575,51,19,O,X51006557168,0.7761,0.4773,0.819,0.4854,0.0859,0.0163
BONZ SAVER,24,579,146,599,122,20,O,X51006557168,0.0404,0.497,0.1431,0.5056,0.2054,0.0172
2.97,166,580,217,598,51,18,O,X51006557168,0.2795,0.4979,0.3224,0.5056,0.0859,0.0155
3,250,580,263,599,13,19,B-ADDRESS,X51006557168,0.4209,0.4979,0.4318,0.506,0.0219,0.0163
0,295,579,311,599,16,20,I-ADDRESS,X51006557168,0.4966,0.497,0.5101,0.5056,0.0269,0.0172
0,332,580,346,598,14,18,I-ADDRESS,X51006557168,0.5589,0.4979,0.5707,0.5056,0.0236,0.0155
3,390,580,404,598,14,18,I-ADDRESS,X51006557168,0.6566,0.4979,0.6684,0.5056,0.0236,0.0155
8.91,461,580,512,599,51,19,O,X51006557168,0.7761,0.4979,0.819,0.506,0.0859,0.0163
TOTAL 0% SUPPLIES:,189,611,404,653,215,42,O,X51006557168,0.3182,0.5245,0.4992,0.5425,0.362,0.0361
16.60,451,613,512,647,61,34,O,X51006557168,0.7593,0.5262,0.8106,0.5408,0.1027,0.0292
CR-CHOCLT,24,661,133,683,109,22,O,X51006557168,0.0404,0.5674,0.1322,0.5768,0.1835,0.0189
0.72,166,662,217,681,51,19,O,X51006557168,0.2795,0.5682,0.3224,0.5764,0.0859,0.0163
20,238,662,264,680,26,18,O,X51006557168,0.4007,0.5682,0.4226,0.576,0.0438,0.0155
0,297,661,310,681,13,20,B-ADDRESS,X51006557168,0.5,0.5674,0.5109,0.576,0.0219,0.0172
0,331,662,348,680,17,18,I-ADDRESS,X51006557168,0.5572,0.5682,0.5715,0.576,0.0286,0.0155
20,379,663,405,680,26,17,O,X51006557168,0.638,0.5691,0.6599,0.5764,0.0438,0.0146
14.40,453,662,512,681,59,19,O,X51006557168,0.7626,0.5682,0.8123,0.5764,0.0993,0.0163
BUN-SBILIS,25,685,146,705,121,20,O,X51006557168,0.0421,0.588,0.1439,0.5966,0.2037,0.0172
0.84,166,684,219,704,53,20,O,X51006557168,0.2795,0.5871,0.3241,0.5957,0.0892,0.0172
10,239,686,265,704,26,18,O,X51006557168,0.4024,0.5888,0.4242,0.5966,0.0438,0.0155
1,299,686,312,703,13,17,B-ADDRESS,X51006557168,0.5034,0.5888,0.5143,0.5961,0.0219,0.0146
0,332,685,348,703,16,18,I-ADDRESS,X51006557168,0.5589,0.588,0.5724,0.5957,0.0269,0.0155
9,392,686,405,702,13,16,O,X51006557168,0.6599,0.5888,0.6709,0.5957,0.0219,0.0137
7.56,462,685,512,704,50,19,O,X51006557168,0.7778,0.588,0.8199,0.5961,0.0842,0.0163
TOTAL 6% SUPPLIES (EXCL. GST):,49,716,402,757,353,41,O,X51006557168,0.0825,0.6146,0.3796,0.6322,0.5943,0.0352
21.96,449,717,513,749,64,32,O,X51006557168,0.7559,0.6155,0.8098,0.6292,0.1077,0.0275
GST:,354,763,403,797,49,34,O,X51006557168,0.596,0.6549,0.6372,0.6695,0.0825,0.0292
1.31,461,764,513,797,52,33,O,X51006557168,0.7761,0.6558,0.8199,0.67,0.0875,0.0283
TOTAL 6% SUPPLIES (INC. GST):,59,814,402,857,343,43,O,X51006557168,0.0993,0.6987,0.388,0.7172,0.5774,0.0369
23.27,449,816,512,848,63,32,O,X51006557168,0.7559,0.7004,0.8089,0.7142,0.1061,0.0275
TOTAL 0% SUPPLIES:,188,862,402,903,214,41,O,X51006557168,0.3165,0.7399,0.4966,0.7575,0.3603,0.0352
16.60,453,863,512,896,59,33,O,X51006557168,0.7626,0.7408,0.8123,0.7549,0.0993,0.0283
TOTAL PAYABLE:,236,910,408,953,172,43,O,X51006557168,0.3973,0.7811,0.5421,0.7996,0.2896,0.0369
39.87,450,913,511,946,61,33,B-TOTAL,X51006557168,0.7576,0.7837,0.8089,0.7979,0.1027,0.0283
E.&.0.E.,29,974,122,995,93,21,O,X51006557168,0.0488,0.8361,0.1271,0.8451,0.1566,0.018
RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.,30,998,559,1021,529,23,O,X51006557168,0.0505,0.8567,0.4958,0.8665,0.8906,0.0197
THE RECIPIENT OF GARDENIA'S PRODUCTS IS,28,1023,491,1045,463,22,O,X51006557168,0.0471,0.8781,0.4369,0.8876,0.7795,0.0189
REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS,29,1047,563,1068,534,21,O,X51006557168,0.0488,0.8987,0.4983,0.9077,0.899,0.018
"INPUT TAX CLAIMS, ON THE BASIC OF THE",29,1070,469,1094,440,24,O,X51006557168,0.0488,0.9185,0.4192,0.9288,0.7407,0.0206
ADJUSTMENTS SHOWN IN THIS TAX INVOICE /,27,1095,497,1116,470,21,O,X51006557168,0.0455,0.9399,0.4411,0.9489,0.7912,0.018
ADJUSTMENT NOTE,26,1118,209,1140,183,22,O,X51006557168,0.0438,0.9597,0.1978,0.9691,0.3081,0.0189
CUSTOMER'S COPY,193,1144,433,1165,240,21,O,X51006557168,0.3249,0.982,0.5269,0.991,0.404,0.018
FAX:03- 55423213,324,142,505,163,181,21,O,X51006557168,0.5455,0.1219,0.6978,0.1309,0.3047,0.018
11:52,439,465,495,486,56,21,O,X51006557168,0.7391,0.3991,0.7862,0.4082,0.0943,0.018
GARDENIA BAKERIES (KL) SDN BHD (139386 X),28,62,584,85,556,23,B-COMPANY,X51006557170,0.0479,0.0551,0.524,0.0653,0.9521,0.0204
